condition_id,location_id,year,avg_rainfall,avg_temp,tonnes_pesticide
1359,34,2007,700.0,6.28,40740.64
1360,34,2008,700.0,10.66,43413.01
1361,34,2008,700.0,10.04,43413.01
1362,34,2008,700.0,5.94,43413.01
1363,34,2009,700.0,10.06,39289.43
1364,34,2009,700.0,9.61,39289.43
1365,34,2009,700.0,5.89,39289.43
1366,34,2010,700.0,8.61,40832.42
1367,34,2010,700.0,7.97,40832.42
1368,34,2010,700.0,4.85,40832.42
1369,34,2011,700.0,10.56,43754.35
1370,34,2011,700.0,9.73,43754.35
1371,34,2011,700.0,6.56,43754.35
1372,34,2012,700.0,9.96,45522.5
1373,34,2012,700.0,9.2,45522.5
1374,34,2012,700.0,5.88,45522.5
1375,34,2013,700.0,10.12,43756.1
1376,34,2013,700.0,9.17,43756.1
1377,34,2013,700.0,6.0,43756.1
1378,35,1990,1187.0,26.73,65.8
1379,35,1991,1187.0,26.6,65.8
1380,35,1992,1187.0,26.47,65.8
1381,35,1993,1187.0,26.67,65.8
1382,35,1994,1187.0,26.62,65.8
1383,35,1995,1187.0,26.87,65.8
1384,35,1996,1187.0,26.61,1575.5
1385,35,1997,1187.0,26.58,502.0
1386,35,1998,1187.0,27.28,297.78
1387,35,1999,1187.0,26.74,114.13
1388,35,2000,1187.0,26.83,81.63
1389,35,2001,1187.0,26.76,82.0
1390,35,2002,1187.0,26.92,89.88
1391,35,2004,1187.0,27.02,134.25
1392,35,2005,1187.0,27.06,166.16
1393,35,2006,1187.0,27.1,771.58
1394,35,2007,1187.0,27.16,119.86
1395,35,2008,1187.0,26.98,350.83
1396,35,2009,1187.0,27.14,378.97
1397,35,2010,1187.0,27.57,378.97
1398,35,2011,1187.0,27.11,378.97
1399,35,2012,1187.0,26.86,378.97
1400,35,2013,1187.0,27.24,378.97
1401,36,1990,652.0,18.05,7420.0
1402,36,1991,652.0,17.07,7420.0
1403,36,1992,652.0,17.13,7869.0
1404,36,1993,652.0,17.53,8826.0
1405,36,1994,652.0,18.47,6341.0
1406,36,1995,652.0,17.82,6663.0
1407,36,1996,652.0,17.46,7296.0
1408,36,1997,652.0,17.35,9223.0
1409,36,1998,652.0,18.15,10702.0
1410,36,1999,652.0,18.82,9635.0
1411,36,2000,652.0,18.2,10627.0
1412,36,2001,652.0,18.67,10725.0
1413,36,2002,652.0,18.33,11852.0
1414,36,2004,652.0,18.07,11594.0
1415,36,2005,652.0,17.91,12083.0
1416,36,2006,652.0,17.78,7505.3
1417,36,2007,652.0,18.67,7345.7
1418,36,2008,652.0,18.61,5130.8
1419,36,2009,652.0,18.52,3404.4
1420,36,2010,652.0,19.3,5607.7
1421,36,2011,652.0,17.67,8189.8
1422,36,2012,652.0,18.82,8002.2
1423,36,2013,652.0,19.36,8081.72
1424,37,1990,1996.0,19.64,12004.33
1425,37,1991,1996.0,19.91,12004.33
1426,37,1992,1996.0,19.89,12004.33
1427,37,1993,1996.0,19.85,12004.33
1428,37,1994,1996.0,20.08,12004.33
1429,37,1995,1996.0,19.98,12004.33
1430,37,1996,1996.0,19.48,12004.33
1431,37,1997,1996.0,20.16,11419.53
1432,37,1998,1996.0,20.36,10834.74
1433,37,1999,1996.0,19.44,10249.94
1434,37,2000,1996.0,19.47,9665.14
1435,37,2001,1996.0,19.62,10023.42
1436,37,2002,1996.0,19.93,10381.71
1437,37,2004,1996.0,19.85,11959.92
1438,37,2005,1996.0,19.99,13506.02
1439,37,2006,1996.0,19.88,15951.27
1440,37,2007,1996.0,19.9,22883.17
1441,37,2008,1996.0,19.51,18091.67
1442,37,2009,1996.0,19.99,13276.7
1443,37,2010,1996.0,19.85,14898.25
1444,37,2011,1996.0,19.85,16540.71
1445,37,2012,1996.0,19.88,19726.3
1446,37,2013,1996.0,20.37,20489.4
1447,38,1990,1651.0,27.08,80.0
1448,38,1991,1651.0,27.22,80.0
1449,38,1992,1651.0,27.02,80.0
1450,38,1993,1651.0,27.25,21.0
1451,38,1994,1651.0,27.03,39.0
1452,38,1995,1651.0,27.23,153.0
1453,38,1996,1651.0,27.33,157.0
1454,38,1997,1651.0,27.3,157.0
1455,38,1998,1651.0,27.63,181.35
1456,38,1999,1651.0,27.12,205.71
1457,38,2000,1651.0,27.12,230.06
1458,38,2001,1651.0,27.36,254.42
1459,38,2002,1651.0,27.53,278.77
1460,38,2004,1651.0,27.56,327.49
1461,38,2005,1651.0,27.66,351.84
1462,38,2006,1651.0,27.2,376.19
1463,38,2007,1651.0,27.28,400.55
1464,38,2008,1651.0,27.61,424.9
1465,38,2009,1651.0,27.37,449.26
1466,38,2010,1651.0,27.8,556.24
1467,38,2011,1651.0,27.51,663.23
1468,38,2012,1651.0,27.28,770.21
1469,38,2013,1651.0,27.29,877.19
1470,39,1990,2387.0,27.07,289.9
1471,39,1991,2387.0,26.95,289.9
1472,39,1992,2387.0,27.13,289.9
1473,39,1993,2387.0,26.95,289.9
1474,39,1994,2387.0,27.12,289.9
1475,39,1995,2387.0,27.57,289.9
1476,39,1996,2387.0,27.11,289.9
1477,39,1997,2387.0,27.25,289.9
1478,39,1998,2387.0,27.71,289.9
1479,39,1999,2387.0,27.16,289.9
1480,39,2000,2387.0,27.05,289.9
1481,39,2001,2387.0,27.27,289.9
1482,39,2002,2387.0,27.17,289.9
1483,39,2004,2387.0,27.45,289.9
1484,39,2005,2387.0,27.71,270.78
1485,39,2006,2387.0,27.49,343.12
1486,39,2007,2387.0,27.3,246.5
1487,39,2008,2387.0,27.31,234.27
1488,39,2009,2387.0,27.67,264.47
1489,39,2010,2387.0,27.87,211.83
1490,39,2011,2387.0,27.43,400.76
1491,39,2012,2387.0,27.42,427.73
1492,39,2013,2387.0,27.3,358.72
1493,40,1990,1440.0,27.11,17.14
1494,40,1991,1440.0,27.01,18.86
1495,40,1992,1440.0,26.81,11.52
1496,40,1993,1440.0,26.78,6.96
1497,40,1994,1440.0,27.28,8.58
1498,40,1995,1440.0,27.3,12.32
1499,40,1996,1440.0,26.85,14.44
1500,40,1997,1440.0,27.74,16.35
1501,40,1998,1440.0,27.57,23.78
1502,40,1999,1440.0,27.01,26.32
1503,40,2000,1440.0,26.76,27.85
1504,40,2001,1440.0,27.21,27.85
1505,40,2002,1440.0,27.42,27.85
1506,40,2004,1440.0,27.37,27.85
1507,40,2005,1440.0,27.35,27.85
1508,40,2006,1440.0,27.41,27.85
1509,40,2007,1440.0,27.47,27.85
1510,40,2008,1440.0,27.08,27.85
1511,40,2009,1440.0,27.35,27.85
1512,40,2010,1440.0,27.19,27.85
1513,40,2011,1440.0,27.1,27.85
1514,40,2012,1440.0,27.2,27.85
1515,40,2013,1440.0,27.2,27.85
1516,41,1990,1976.0,24.53,9880.07
1517,41,1991,1976.0,24.61,6289.7
1518,41,1992,1976.0,24.77,9904.59
1519,41,1993,1976.0,24.58,6768.0
1520,41,1994,1976.0,24.87,3160.91
1521,41,1995,1976.0,24.95,7800.0
1522,41,1996,1976.0,24.39,6464.0
1523,41,1997,1976.0,25.03,6980.0
1524,41,1998,1976.0,25.37,3495.0
1525,41,1999,1976.0,24.41,2387.0
1526,41,2000,1976.0,24.43,4376.0
1527,41,2001,1976.0,24.4,1141.0
1528,41,2002,1976.0,24.61,1772.3
1529,41,2004,1976.0,24.68,3034.91
1530,41,2005,1976.0,24.77,3666.21
1531,41,2006,1976.0,24.88,4297.51
1532,41,2007,1976.0,24.55,5283.93
1533,41,2008,1976.0,24.25,5130.42
1534,41,2009,1976.0,24.77,4344.36
1535,41,2010,1976.0,24.49,5736.63
1536,41,2011,1976.0,24.63,6324.41
1537,41,2012,1976.0,24.47,7194.91
1538,41,2013,1976.0,24.86,7194.91
1539,42,1990,589.0,10.96,12756.0
1540,42,1991,589.0,9.66,8069.0
1541,42,1992,589.0,11.01,5777.0
1542,42,1993,589.0,10.22,10197.0
1543,42,1994,589.0,11.58,9574.0
1544,42,1995,589.0,10.34,7715.0
1545,42,1996,589.0,9.44,6946.0
1546,42,1997,589.0,9.89,4445.0
1547,42,1998,589.0,10.35,5280.0
1548,42,1999,589.0,10.64,4598.0
1549,42,2000,589.0,11.69,4151.0
1550,42,2001,589.0,10.47,5458.0
1551,42,2002,589.0,11.43,8231.5
1552,42,2004,589.0,10.37,9940.5
1553,42,2005,589.0,10.05,9676.0
1554,42,2006,589.0,10.67,11523.0
1555,42,2007,589.0,11.82,11178.0
1556,42,2008,589.0,11.55,12084.0
1557,42,2009,589.0,11.48,11144.0
1558,42,2010,589.0,10.35,10299.5
1559,42,2011,589.0,10.92,8473.26
1560,42,2012,589.0,11.31,8141.17
1561,42,2013,589.0,12.44,7744.5
1562,43,1990,1083.0,25.58,75000.0
1563,43,1990,1083.0,26.88,75000.0
1564,43,1990,1083.0,25.79,75000.0
1565,43,1990,1083.0,24.1,75000.0
1566,43,1990,1083.0,25.25,75000.0
1567,43,1990,1083.0,25.44,75000.0
1568,43,1990,1083.0,25.54,75000.0
1569,43,1990,1083.0,26.36,75000.0
1570,43,1990,1083.0,26.91,75000.0
1571,43,1990,1083.0,25.16,75000.0
1572,43,1990,1083.0,25.77,75000.0
1573,43,1990,1083.0,25.12,75000.0
1574,43,1990,1083.0,25.68,75000.0
1575,43,1990,1083.0,24.78,75000.0
1576,43,1990,1083.0,26.59,75000.0
1577,43,1990,1083.0,24.37,75000.0
1578,43,1990,1083.0,26.63,75000.0
1579,43,1990,1083.0,25.64,75000.0
1580,43,1991,1083.0,25.85,72133.0
1581,43,1991,1083.0,26.9,72133.0
1582,43,1991,1083.0,25.96,72133.0
1583,43,1991,1083.0,23.77,72133.0
1584,43,1991,1083.0,25.49,72133.0
1585,43,1991,1083.0,25.82,72133.0
1586,43,1991,1083.0,25.74,72133.0
1587,43,1991,1083.0,26.54,72133.0
1588,43,1991,1083.0,27.35,72133.0
1589,43,1991,1083.0,25.4,72133.0
1590,43,1991,1083.0,25.99,72133.0
1591,43,1991,1083.0,25.32,72133.0
1592,43,1991,1083.0,26.2,72133.0
1593,43,1991,1083.0,25.55,72133.0
1594,43,1991,1083.0,25.06,72133.0
1595,43,1991,1083.0,26.34,72133.0
1596,43,1991,1083.0,24.62,72133.0
1597,43,1991,1083.0,26.7,72133.0
1598,43,1992,1083.0,25.69,70791.0
1599,43,1992,1083.0,26.82,70791.0
1600,43,1992,1083.0,26.09,70791.0
1601,43,1992,1083.0,23.79,70791.0
1602,43,1992,1083.0,25.16,70791.0
1603,43,1992,1083.0,25.91,70791.0
1604,43,1992,1083.0,25.52,70791.0
1605,43,1992,1083.0,26.41,70791.0
1606,43,1992,1083.0,27.24,70791.0
1607,43,1992,1083.0,25.41,70791.0
1608,43,1992,1083.0,25.73,70791.0
1609,43,1992,1083.0,25.27,70791.0
1610,43,1992,1083.0,26.32,70791.0
1611,43,1992,1083.0,25.58,70791.0
1612,43,1992,1083.0,25.14,70791.0
1613,43,1992,1083.0,26.37,70791.0
1614,43,1992,1083.0,24.62,70791.0
1615,43,1992,1083.0,26.78,70791.0
1616,43,1992,1083.0,25.89,70791.0
1617,43,1993,1083.0,25.88,66388.0
1618,43,1993,1083.0,27.46,66388.0
1619,43,1993,1083.0,26.1,66388.0
1620,43,1993,1083.0,24.34,66388.0
1621,43,1993,1083.0,25.22,66388.0
1622,43,1993,1083.0,25.75,66388.0
1623,43,1993,1083.0,25.92,66388.0
1624,43,1993,1083.0,26.34,66388.0
1625,43,1993,1083.0,27.24,66388.0
1626,43,1993,1083.0,25.5,66388.0
1627,43,1993,1083.0,26.32,66388.0
1628,43,1993,1083.0,25.27,66388.0
1629,43,1993,1083.0,26.07,66388.0
1630,43,1993,1083.0,25.66,66388.0
1631,43,1993,1083.0,25.06,66388.0
1632,43,1993,1083.0,27.07,66388.0
1633,43,1993,1083.0,24.74,66388.0
1634,43,1993,1083.0,27.04,66388.0
1635,43,1993,1083.0,25.97,66388.0
1636,43,1994,1083.0,25.75,61357.0
1637,43,1994,1083.0,26.74,61357.0
1638,43,1994,1083.0,26.03,61357.0
1639,43,1994,1083.0,24.29,61357.0
1640,43,1994,1083.0,25.22,61357.0
1641,43,1994,1083.0,25.33,61357.0
1642,43,1994,1083.0,25.87,61357.0
1643,43,1994,1083.0,26.54,61357.0
1644,43,1994,1083.0,27.07,61357.0
1645,43,1994,1083.0,25.01,61357.0
1646,43,1994,1083.0,25.92,61357.0
1647,43,1994,1083.0,25.71,61357.0
1648,43,1994,1083.0,24.84,61357.0
1649,43,1994,1083.0,26.46,61357.0
1650,43,1994,1083.0,24.71,61357.0
1651,43,1994,1083.0,26.55,61357.0
1652,43,1994,1083.0,25.95,61357.0
1653,43,1995,1083.0,25.86,61257.0
1654,43,1995,1083.0,27.2,61257.0
1655,43,1995,1083.0,26.15,61257.0
1656,43,1995,1083.0,24.04,61257.0
1657,43,1995,1083.0,25.44,61257.0
1658,43,1995,1083.0,25.73,61257.0
1659,43,1995,1083.0,25.92,61257.0
1660,43,1995,1083.0,26.62,61257.0
1661,43,1995,1083.0,27.24,61257.0
1662,43,1995,1083.0,25.5,61257.0
1663,43,1995,1083.0,26.13,61257.0
1664,43,1995,1083.0,25.55,61257.0
1665,43,1995,1083.0,26.04,61257.0
1666,43,1995,1083.0,25.76,61257.0
1667,43,1995,1083.0,25.24,61257.0
1668,43,1995,1083.0,26.72,61257.0
1669,43,1995,1083.0,24.64,61257.0
1670,43,1995,1083.0,27.03,61257.0
1671,43,1995,1083.0,26.01,61257.0
1672,43,1996,1083.0,25.63,56114.0
1673,43,1996,1083.0,27.06,56114.0
1674,43,1996,1083.0,26.1,56114.0
1675,43,1996,1083.0,23.81,56114.0
1676,43,1996,1083.0,25.41,56114.0
1677,43,1996,1083.0,25.9,56114.0
1678,43,1996,1083.0,25.55,56114.0
1679,43,1996,1083.0,26.65,56114.0
1680,43,1996,1083.0,27.37,56114.0
1681,43,1996,1083.0,25.79,56114.0
1682,43,1996,1083.0,25.31,56114.0
1683,43,1996,1083.0,26.46,56114.0
1684,43,1996,1083.0,25.75,56114.0
1685,43,1996,1083.0,25.34,56114.0
1686,43,1996,1083.0,26.64,56114.0
1687,43,1996,1083.0,24.78,56114.0
1688,43,1996,1083.0,27.01,56114.0
1689,43,1996,1083.0,25.99,56114.0
1690,43,1997,1083.0,24.92,52279.0
1691,43,1997,1083.0,26.45,52279.0
1692,43,1997,1083.0,25.58,52279.0
1693,43,1997,1083.0,23.26,52279.0
1694,43,1997,1083.0,25.68,52279.0
1695,43,1997,1083.0,25.09,52279.0
1696,43,1997,1083.0,24.71,52279.0
1697,43,1997,1083.0,26.19,52279.0
1698,43,1997,1083.0,27.47,52279.0
1699,43,1997,1083.0,24.77,52279.0
1700,43,1997,1083.0,24.83,52279.0
1701,43,1997,1083.0,25.75,52279.0
1702,43,1997,1083.0,25.46,52279.0
1703,43,1997,1083.0,25.21,52279.0
1704,43,1997,1083.0,26.38,52279.0
1705,43,1997,1083.0,24.55,52279.0
1706,43,1997,1083.0,26.53,52279.0
1707,43,1998,1083.0,25.91,49157.0
1708,43,1998,1083.0,27.48,49157.0
1709,43,1998,1083.0,26.35,49157.0
1710,43,1998,1083.0,24.34,49157.0
1711,43,1998,1083.0,26.01,49157.0
1712,43,1998,1083.0,26.12,49157.0
1713,43,1998,1083.0,25.77,49157.0
1714,43,1998,1083.0,26.69,49157.0
1715,43,1998,1083.0,27.87,49157.0
1716,43,1998,1083.0,25.87,49157.0
1717,43,1998,1083.0,26.27,49157.0
1718,43,1998,1083.0,25.46,49157.0
1719,43,1998,1083.0,26.4,49157.0
1720,43,1998,1083.0,25.55,49157.0
1721,43,1998,1083.0,27.09,49157.0
1722,43,1998,1083.0,24.84,49157.0
1723,43,1998,1083.0,27.32,49157.0
1724,43,1999,1083.0,26.12,46195.0
1725,43,1999,1083.0,27.21,46195.0
1726,43,1999,1083.0,26.4,46195.0
1727,43,1999,1083.0,24.9,46195.0
1728,43,1999,1083.0,25.29,46195.0
1729,43,1999,1083.0,25.74,46195.0
1730,43,1999,1083.0,26.36,46195.0
1731,43,1999,1083.0,26.86,46195.0
1732,43,1999,1083.0,27.24,46195.0
1733,43,1999,1083.0,25.5,46195.0
1734,43,1999,1083.0,26.42,46195.0
1735,43,1999,1083.0,25.78,46195.0
1736,43,1999,1083.0,26.06,46195.0
1737,43,1999,1083.0,25.97,46195.0
1738,43,1999,1083.0,25.1,46195.0
1739,43,1999,1083.0,26.85,46195.0
1740,43,1999,1083.0,24.93,46195.0
1741,43,1999,1083.0,26.96,46195.0
1742,43,1999,1083.0,26.21,46195.0
1743,43,2000,1083.0,25.98,44957.52
1744,43,2000,1083.0,27.44,44957.52
1745,43,2000,1083.0,26.13,44957.52
1746,43,2000,1083.0,24.57,44957.52
1747,43,2000,1083.0,25.34,44957.52
1748,43,2000,1083.0,25.93,44957.52
1749,43,2000,1083.0,26.05,44957.52
1750,43,2000,1083.0,26.49,44957.52
1751,43,2000,1083.0,27.23,44957.52
1752,43,2000,1083.0,25.62,44957.52
1753,43,2000,1083.0,26.43,44957.52
1754,43,2000,1083.0,25.35,44957.52
1755,43,2000,1083.0,26.18,44957.52
1756,43,2000,1083.0,25.58,44957.52
1757,43,2000,1083.0,25.11,44957.52
1758,43,2000,1083.0,27.08,44957.52
1759,43,2000,1083.0,24.69,44957.52
1760,43,2000,1083.0,27.03,44957.52
1761,43,2001,1083.0,25.76,43720.04
1762,43,2001,1083.0,27.2,43720.04
1763,43,2001,1083.0,26.02,43720.04
1764,43,2001,1083.0,24.5,43720.04
1765,43,2001,1083.0,25.53,43720.04
1766,43,2001,1083.0,25.95,43720.04
1767,43,2001,1083.0,25.86,43720.04
1768,43,2001,1083.0,26.52,43720.04
1769,43,2001,1083.0,27.56,43720.04
1770,43,2001,1083.0,25.59,43720.04
1771,43,2001,1083.0,25.33,43720.04
1772,43,2001,1083.0,26.32,43720.04
1773,43,2001,1083.0,25.82,43720.04
1774,43,2001,1083.0,25.34,43720.04
1775,43,2001,1083.0,26.91,43720.04
1776,43,2001,1083.0,24.76,43720.04
1777,43,2001,1083.0,26.9,43720.04
1778,43,2001,1083.0,25.92,43720.04
1779,43,2002,1083.0,26.66,42482.56
1780,43,2002,1083.0,27.72,42482.56
1781,43,2002,1083.0,26.79,42482.56
1782,43,2002,1083.0,24.91,42482.56
1783,43,2002,1083.0,25.76,42482.56
1784,43,2002,1083.0,26.55,42482.56
1785,43,2002,1083.0,26.63,42482.56
1786,43,2002,1083.0,26.7,42482.56
1787,43,2002,1083.0,27.67,42482.56
1788,43,2002,1083.0,26.15,42482.56
1789,43,2002,1083.0,27.03,42482.56
1790,43,2002,1083.0,26.12,42482.56
1791,43,2002,1083.0,26.75,42482.56
1792,43,2002,1083.0,26.06,42482.56
1793,43,2002,1083.0,25.58,42482.56
1794,43,2002,1083.0,27.15,42482.56
1795,43,2002,1083.0,25.07,42482.56
1796,43,2002,1083.0,27.35,42482.56
1797,43,2002,1083.0,26.49,42482.56
1798,43,2004,1083.0,26.11,35113.0
1799,43,2004,1083.0,27.63,35113.0
1800,43,2004,1083.0,26.25,35113.0
1801,43,2004,1083.0,24.85,35113.0
1802,43,2004,1083.0,25.25,35113.0
1803,43,2004,1083.0,26.22,35113.0
1804,43,2004,1083.0,26.24,35113.0
1805,43,2004,1083.0,26.63,35113.0
1806,43,2004,1083.0,27.23,35113.0
1807,43,2004,1083.0,25.98,35113.0
1808,43,2004,1083.0,26.64,35113.0
1809,43,2004,1083.0,25.59,35113.0
1810,43,2004,1083.0,26.41,35113.0
1811,43,2004,1083.0,25.69,35113.0
1812,43,2004,1083.0,25.32,35113.0
1813,43,2004,1083.0,27.16,35113.0
1814,43,2004,1083.0,24.69,35113.0
1815,43,2004,1083.0,27.29,35113.0
1816,43,2004,1083.0,25.95,35113.0
1817,43,2005,1083.0,25.85,35342.0
1818,43,2005,1083.0,26.83,35342.0
1819,43,2005,1083.0,26.28,35342.0
1820,43,2005,1083.0,24.12,35342.0
1821,43,2005,1083.0,25.48,35342.0
1822,43,2005,1083.0,25.82,35342.0
1823,43,2005,1083.0,25.72,35342.0
1824,43,2005,1083.0,26.73,35342.0
1825,43,2005,1083.0,27.49,35342.0
1826,43,2005,1083.0,25.4,35342.0
1827,43,2005,1083.0,25.77,35342.0
1828,43,2005,1083.0,25.62,35342.0
1829,43,2005,1083.0,26.23,35342.0
1830,43,2005,1083.0,26.11,35342.0
1831,43,2005,1083.0,25.09,35342.0
1832,43,2005,1083.0,26.51,35342.0
1833,43,2005,1083.0,25.07,35342.0
1834,43,2005,1083.0,26.72,35342.0
1835,43,2005,1083.0,26.3,35342.0
1836,43,2006,1083.0,26.34,37423.0
1837,43,2006,1083.0,27.28,37423.0
1838,43,2006,1083.0,26.39,37423.0
1839,43,2006,1083.0,24.72,37423.0
1840,43,2006,1083.0,25.42,37423.0
1841,43,2006,1083.0,26.04,37423.0
1842,43,2006,1083.0,26.37,37423.0
1843,43,2006,1083.0,26.99,37423.0
1844,43,2006,1083.0,27.47,37423.0
1845,43,2006,1083.0,25.78,37423.0
1846,43,2006,1083.0,26.43,37423.0
1847,43,2006,1083.0,25.85,37423.0
1848,43,2006,1083.0,26.13,37423.0
1849,43,2006,1083.0,25.31,37423.0
1850,43,2006,1083.0,26.94,37423.0
1851,43,2006,1083.0,24.98,37423.0
1852,43,2006,1083.0,27.15,37423.0
1853,43,2006,1083.0,26.28,37423.0
1854,43,2007,1083.0,26.0,27422.77
1855,43,2007,1083.0,27.51,27422.77
1856,43,2007,1083.0,25.98,27422.77
1857,43,2007,1083.0,24.6,27422.77
1858,43,2007,1083.0,25.46,27422.77
1859,43,2007,1083.0,25.95,27422.77
1860,43,2007,1083.0,26.15,27422.77
1861,43,2007,1083.0,26.58,27422.77
1862,43,2007,1083.0,27.55,27422.77
1863,43,2007,1083.0,25.66,27422.77
1864,43,2007,1083.0,26.27,27422.77
1865,43,2007,1083.0,25.44,27422.77
1866,43,2007,1083.0,26.39,27422.77
1867,43,2007,1083.0,25.59,27422.77
1868,43,2007,1083.0,25.58,27422.77
1869,43,2007,1083.0,27.23,27422.77
1870,43,2007,1083.0,24.59,27422.77
1871,43,2007,1083.0,27.31,27422.77
1872,43,2007,1083.0,25.82,27422.77
1873,43,2008,1083.0,25.57,14485.33
1874,43,2008,1083.0,27.05,14485.33
1875,43,2008,1083.0,25.78,14485.33
1876,43,2008,1083.0,24.25,14485.33
1877,43,2008,1083.0,25.35,14485.33
1878,43,2008,1083.0,25.65,14485.33
1879,43,2008,1083.0,25.68,14485.33
1880,43,2008,1083.0,26.52,14485.33
1881,43,2008,1083.0,27.45,14485.33
1882,43,2008,1083.0,25.3,14485.33
1883,43,2008,1083.0,25.88,14485.33
1884,43,2008,1083.0,25.11,14485.33
1885,43,2008,1083.0,26.19,14485.33
1886,43,2008,1083.0,25.56,14485.33
1887,43,2008,1083.0,25.23,14485.33
1888,43,2008,1083.0,26.51,14485.33
1889,43,2008,1083.0,24.51,14485.33
1890,43,2008,1083.0,26.83,14485.33
1891,43,2008,1083.0,25.66,14485.33
1892,43,2009,1083.0,26.55,28707.01
1893,43,2009,1083.0,28.1,28707.01
1894,43,2009,1083.0,26.76,28707.01
1895,43,2009,1083.0,24.87,28707.01
1896,43,2009,1083.0,25.73,28707.01
1897,43,2009,1083.0,26.68,28707.01
1898,43,2009,1083.0,27.15,28707.01
1899,43,2009,1083.0,28.03,28707.01
1900,43,2009,1083.0,26.41,28707.01
1901,43,2009,1083.0,26.92,28707.01
1902,43,2009,1083.0,25.99,28707.01
1903,43,2009,1083.0,27.14,28707.01
1904,43,2009,1083.0,26.31,28707.01
1905,43,2009,1083.0,25.87,28707.01
1906,43,2009,1083.0,27.43,28707.01
1907,43,2009,1083.0,25.38,28707.01
1908,43,2009,1083.0,27.82,28707.01
1909,43,2010,1083.0,26.51,40093.69
1910,43,2010,1083.0,28.02,40093.69
1911,43,2010,1083.0,26.81,40093.69
1912,43,2010,1083.0,24.98,40093.69
1913,43,2010,1083.0,25.71,40093.69
1914,43,2010,1083.0,26.61,40093.69
1915,43,2010,1083.0,26.52,40093.69
1916,43,2010,1083.0,27.29,40093.69
1917,43,2010,1083.0,27.69,40093.69
1918,43,2010,1083.0,26.31,40093.69
1919,43,2010,1083.0,26.82,40093.69
1920,43,2010,1083.0,26.02,40093.69
1921,43,2010,1083.0,26.93,40093.69
1922,43,2010,1083.0,26.54,40093.69
1923,43,2010,1083.0,25.75,40093.69
1924,43,2010,1083.0,27.16,40093.69
1925,43,2010,1083.0,25.54,40093.69
1926,43,2010,1083.0,27.68,40093.69
1927,43,2010,1083.0,26.67,40093.69
1928,43,2011,1083.0,25.53,55540.0
1929,43,2011,1083.0,27.29,55540.0
1930,43,2011,1083.0,25.81,55540.0
1931,43,2011,1083.0,24.35,55540.0
1932,43,2011,1083.0,25.36,55540.0
1933,43,2011,1083.0,25.72,55540.0
1934,43,2011,1083.0,25.63,55540.0
1935,43,2011,1083.0,26.41,55540.0
1936,43,2011,1083.0,27.41,55540.0
1937,43,2011,1083.0,25.45,55540.0
1938,43,2011,1083.0,25.92,55540.0
1939,43,2011,1083.0,25.06,55540.0
1940,43,2011,1083.0,26.0,55540.0
1941,43,2011,1083.0,25.48,55540.0
1942,43,2011,1083.0,25.16,55540.0
1943,43,2011,1083.0,26.84,55540.0
1944,43,2011,1083.0,24.5,55540.0
1945,43,2011,1083.0,27.02,55540.0
1946,43,2011,1083.0,25.64,55540.0
1947,43,2012,1083.0,25.86,52980.0
1948,43,2012,1083.0,27.03,52980.0
1949,43,2012,1083.0,26.21,52980.0
1950,43,2012,1083.0,24.37,52980.0
1951,43,2012,1083.0,26.04,52980.0
1952,43,2012,1083.0,25.82,52980.0
1953,43,2012,1083.0,25.89,52980.0
1954,43,2012,1083.0,26.94,52980.0
1955,43,2012,1083.0,28.02,52980.0
1956,43,2012,1083.0,25.39,52980.0
1957,43,2012,1083.0,25.88,52980.0
1958,43,2012,1083.0,25.45,52980.0
1959,43,2012,1083.0,26.33,52980.0
1960,43,2012,1083.0,25.98,52980.0
1961,43,2012,1083.0,25.3,52980.0
1962,43,2012,1083.0,26.65,52980.0
1963,43,2012,1083.0,25.09,52980.0
1964,43,2012,1083.0,26.89,52980.0
1965,43,2012,1083.0,26.09,52980.0
1966,43,2013,1083.0,26.69,45620.0
1967,43,2013,1083.0,27.61,45620.0
1968,43,2013,1083.0,27.1,45620.0
1969,43,2013,1083.0,25.44,45620.0
1970,43,2013,1083.0,26.61,45620.0
1971,43,2013,1083.0,26.37,45620.0
1972,43,2013,1083.0,26.71,45620.0
1973,43,2013,1083.0,27.37,45620.0
1974,43,2013,1083.0,28.85,45620.0
1975,43,2013,1083.0,25.94,45620.0
1976,43,2013,1083.0,26.84,45620.0
1977,43,2013,1083.0,26.12,45620.0
1978,43,2013,1083.0,27.11,45620.0
1979,43,2013,1083.0,26.79,45620.0
1980,43,2013,1083.0,25.85,45620.0
1981,43,2013,1083.0,27.14,45620.0
1982,43,2013,1083.0,25.98,45620.0
1983,43,2013,1083.0,27.44,45620.0
1984,43,2013,1083.0,26.99,45620.0
1985,44,1990,2702.0,25.37,2432.0
1986,44,1990,2702.0,27.05,2432.0
1987,44,1990,2702.0,27.11,2432.0
1988,44,1990,2702.0,27.18,2432.0
1989,44,1990,2702.0,26.79,2432.0
1990,44,1990,2702.0,27.47,2432.0
1991,44,1991,2702.0,25.27,3259.0
1992,44,1991,2702.0,27.04,3259.0
1993,44,1991,2702.0,26.92,3259.0
1994,44,1991,2702.0,27.05,3259.0
1995,44,1991,2702.0,26.61,3259.0
1996,44,1991,2702.0,27.21,3259.0
1997,44,1992,2702.0,25.17,825.0
1998,44,1992,2702.0,26.96,825.0
1999,44,1992,2702.0,27.01,825.0
2000,44,1992,2702.0,27.2,825.0
